Year,Quarter,Skills,Economic Activity,Sub-economic Activity,Jobs ('000),Filled Jobs ('000),Vacancies ('000),Jobs Created ('000)
2018,4,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",79.5,74.2,5.3,0.3
2018,4,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",60.0,56.1,3.9,0.1
2018,4,Skilled,Manufacturing,"Electrical, electronic & optical products",142.9,134.3,8.6,0.4
2018,4,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",50.8,48.1,2.7,0.1
2018,4,Skilled,Construction,Construction,154.8,149.3,5.5,2.1
2018,4,Skilled,Services,Wholesale & retail trade,526.8,524.8,2.0,2.8
2018,4,Skilled,Services,Food & beverages and accommodation,113.7,113.3,0.4,0.5
2018,4,Skilled,Services,Transportation & storage,79.4,78.4,0.9,0.2
2018,4,Skilled,Services,Information & communication,127.5,126.9,0.6,1.0
2018,4,Skilled,Services,"Finance, insurance, real estate & business services",393.9,388.7,5.2,1.4
2018,4,Skilled,Services,Other services,205.4,204.4,0.9,1.0
2018,4,Semi-skilled,Agriculture,Agriculture,417.2,403.2,14.0,1.8
2018,4,Semi-skilled,Mining & Quarrying,Mining & Quarrying,47.3,47.1,0.1,0.1
2018,4,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",211.2,201.1,10.1,0.1
2018,4,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",72.3,70.0,2.3,0.1
2018,4,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",224.9,217.6,7.3,0.2
2018,4,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",307.7,291.1,16.6,0.8
2018,4,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",265.5,254.9,10.7,0.2
2018,4,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",423.1,409.5,13.6,0.8
2018,4,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",154.1,148.0,6.1,0.3
2018,4,Semi-skilled,Construction,Construction,"1,106.7","1,095.8",10.9,3.3
2018,4,Semi-skilled,Services,Wholesale & retail trade,769.5,762.6,6.8,1.9
2018,4,Semi-skilled,Services,Food & beverages and accommodation,359.3,353.3,6.0,1.1
2018,4,Semi-skilled,Services,Transportation & storage,224.3,222.9,1.4,0.2
2018,4,Semi-skilled,Services,Information & communication,71.1,71.0,0.1,0.1
2018,4,Semi-skilled,Services,"Finance, insurance, real estate & business services",426.0,424.4,1.6,0.5
2018,4,Semi-skilled,Services,Other services,232.0,231.0,1.0,0.3
2018,4,Low-skilled,Agriculture,Agriculture,31.0,24.6,6.4,0.2
2018,4,Low-skilled,Mining & Quarrying,Mining & Quarrying,10.1,10.1,0.1,0.0
2018,4,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",32.5,28.5,4.1,0.0
2018,4,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",7.1,6.5,0.7,0.0
2018,4,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",41.2,35.6,5.6,0.1
2018,4,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",26.4,23.6,2.7,0.1
2018,4,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",25.6,22.8,2.8,0.0
2018,4,Low-skilled,Manufacturing,"Electrical, electronic & optical products",18.4,16.0,2.4,0.0
2018,4,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",11.8,10.2,1.6,0.0
2018,4,Low-skilled,Construction,Construction,51.4,46.3,5.1,0.3
2018,4,Low-skilled,Services,Wholesale & retail trade,229.4,226.3,3.1,0.2
2018,4,Low-skilled,Services,Food & beverages and accommodation,359.3,354.2,5.0,0.3
2018,4,Low-skilled,Services,Transportation & storage,86.1,84.9,1.1,0.1
2018,4,Low-skilled,Services,Information & communication,20.0,19.9,0.0,0.0
2018,4,Low-skilled,Services,"Finance, insurance, real estate & business services",122.4,122.0,0.4,0.0
2018,4,Low-skilled,Services,Other services,75.4,74.6,0.8,0.0
2018,3,Skilled,Agriculture,Agriculture,32.3,27.4,4.9,0.4
2018,3,Skilled,Mining & Quarrying,Mining & Quarrying,23.5,23.4,0.1,0.1
2018,3,Skilled,Manufacturing,"Food processing, beverages & tobacco products",38.4,36.1,2.3,0.1
2018,3,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",11.8,11.1,0.7,0.0
2018,3,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",40.9,38.0,2.9,0.1
2018,3,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",77.3,72.0,5.3,0.3
2018,3,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",61.0,57.0,4.1,0.1
2018,3,Skilled,Manufacturing,"Electrical, electronic & optical products",141.8,132.6,9.2,0.6
2018,3,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",50.3,47.4,2.9,0.1
2018,3,Skilled,Construction,Construction,157.0,150.9,6.0,1.3
2018,3,Skilled,Services,Wholesale & retail trade,521.6,519.5,2.1,1.7
2018,3,Skilled,Services,Food & beverages and accommodation,110.6,110.1,0.4,0.8
2018,3,Skilled,Services,Transportation & storage,79.2,78.3,0.9,0.5
2018,3,Skilled,Services,Information & communication,130.8,130.1,0.7,0.7
2018,3,Skilled,Services,"Finance, insurance, real estate & business services",394.8,388.4,6.4,1.7
2018,3,Skilled,Services,Other services,204.1,202.9,1.2,1.1
2018,3,Semi-skilled,Agriculture,Agriculture,413.6,400.7,12.9,1.1
2018,3,Semi-skilled,Mining & Quarrying,Mining & Quarrying,48.9,48.7,0.2,0.1
2018,3,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",209.3,202.1,7.3,0.2
2018,3,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",74.0,70.7,3.3,0.1
2018,3,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",226.4,217.8,8.6,0.1
2018,3,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",303.8,290.8,13.1,0.3
2018,3,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",262.1,253.3,8.9,0.2
2018,3,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",416.6,403.5,13.0,1.0
2018,3,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",154.4,147.4,7.0,0.2
2018,3,Semi-skilled,Construction,Construction,"1,119.3","1,108.3",11.0,3.0
2018,3,Semi-skilled,Services,Wholesale & retail trade,770.6,763.1,7.4,2.7
2018,3,Semi-skilled,Services,Food & beverages and accommodation,352.8,346.1,6.7,1.1
2018,3,Semi-skilled,Services,Transportation & storage,223.3,222.5,0.8,0.3
2018,3,Semi-skilled,Services,Information & communication,73.2,73.0,0.2,0.2
2018,3,Semi-skilled,Services,"Finance, insurance, real estate & business services",433.0,430.9,2.1,0.4
2018,3,Semi-skilled,Services,Other services,230.7,229.7,1.0,0.3
2018,3,Low-skilled,Agriculture,Agriculture,30.5,24.5,6.0,0.1
2018,3,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.6,9.6,0.1,0.0
2018,3,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",32.5,28.2,4.3,0.0
2018,3,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",7.0,6.3,0.7,0.0
2018,3,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",39.2,34.9,4.3,0.1
2018,3,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",27.6,24.6,3.0,0.2
2018,3,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",26.8,23.4,3.4,0.0
2018,3,Low-skilled,Manufacturing,"Electrical, electronic & optical products",18.7,16.1,2.6,0.0
2018,3,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",11.6,10.2,1.4,0.0
2018,3,Low-skilled,Construction,Construction,52.6,47.2,5.4,0.2
2018,3,Low-skilled,Services,Wholesale & retail trade,230.4,226.7,3.7,0.2
2018,3,Low-skilled,Services,Food & beverages and accommodation,351.5,347.6,3.8,0.2
2018,3,Low-skilled,Services,Transportation & storage,85.1,84.1,1.0,0.0
2018,3,Low-skilled,Services,Information & communication,20.7,20.7,0.1,0.0
2018,3,Low-skilled,Services,"Finance, insurance, real estate & business services",124.3,123.8,0.5,0.0
2018,3,Low-skilled,Services,Other services,74.7,73.9,0.8,0.0
2018,2,Skilled,Agriculture,Agriculture,33.1,28.1,5.0,0.6
2018,2,Skilled,Mining & Quarrying,Mining & Quarrying,22.6,22.6,0.1,0.1
2018,2,Skilled,Manufacturing,"Food processing, beverages & tobacco products",39.3,37.1,2.3,0.1
2018,2,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",12.0,11.2,0.7,0.0
2018,2,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",41.8,38.8,3.0,0.3
2018,2,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",75.7,70.4,5.3,0.5
2018,2,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",61.2,57.1,4.1,0.2
2018,2,Skilled,Manufacturing,"Electrical, electronic & optical products",140.4,130.8,9.5,1.1
2018,2,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",51.1,47.6,3.5,0.1
2018,2,Skilled,Construction,Construction,157.4,151.2,6.2,2.1
2018,2,Skilled,Services,Wholesale & retail trade,522.3,519.7,2.6,4.2
2018,2,Skilled,Services,Food & beverages and accommodation,109.5,109.2,0.4,0.5
2018,2,Skilled,Services,Transportation & storage,80.3,79.7,0.5,0.1
2018,2,Skilled,Services,Information & communication,129.6,129.0,0.6,0.9
2018,2,Skilled,Services,"Finance, insurance, real estate & business services",382.9,376.9,6.0,1.3
2018,2,Skilled,Services,Other services,200.0,199.1,0.9,0.7
2018,2,Semi-skilled,Agriculture,Agriculture,417.5,401.7,15.8,1.9
2018,2,Semi-skilled,Mining & Quarrying,Mining & Quarrying,49.8,49.6,0.2,0.2
2018,2,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",206.4,200.5,5.8,0.2
2018,2,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",76.0,72.4,3.6,0.2
2018,2,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",225.2,216.9,8.3,0.2
2018,2,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",301.7,288.6,13.0,0.5
2018,2,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",263.4,255.1,8.3,0.2
2018,2,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",412.1,396.3,15.9,1.8
2018,2,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",153.2,146.9,6.3,0.2
2018,2,Semi-skilled,Construction,Construction,"1,102.3","1,091.7",10.5,2.9
2018,2,Semi-skilled,Services,Wholesale & retail trade,766.0,756.8,9.1,3.0
2018,2,Semi-skilled,Services,Food & beverages and accommodation,346.6,340.3,6.3,0.9
2018,2,Semi-skilled,Services,Transportation & storage,224.6,223.7,0.8,0.2
2018,2,Semi-skilled,Services,Information & communication,72.0,71.8,0.2,0.1
2018,2,Semi-skilled,Services,"Finance, insurance, real estate & business services",431.7,429.6,2.2,0.5
2018,2,Semi-skilled,Services,Other services,226.5,225.2,1.4,0.3
2018,2,Low-skilled,Agriculture,Agriculture,36.0,27.3,8.7,0.1
2018,2,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.5,9.4,0.1,0.0
2018,2,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",33.1,28.9,4.2,0.0
2018,2,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",7.3,6.7,0.6,0.0
2018,2,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",36.4,32.8,3.7,0.0
2018,2,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",25.7,22.9,2.7,0.1
2018,2,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",26.6,23.1,3.5,0.0
2018,2,Low-skilled,Manufacturing,"Electrical, electronic & optical products",18.5,16.2,2.3,0.0
2018,2,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",11.7,10.3,1.4,0.0
2018,2,Low-skilled,Construction,Construction,52.7,47.5,5.1,0.1
2018,2,Low-skilled,Services,Wholesale & retail trade,230.4,227.7,2.8,0.3
2018,2,Low-skilled,Services,Food & beverages and accommodation,349.5,345.5,4.1,0.4
2018,2,Low-skilled,Services,Transportation & storage,86.0,84.7,1.2,0.1
2018,2,Low-skilled,Services,Information & communication,20.6,20.6,0.0,0.0
2018,2,Low-skilled,Services,"Finance, insurance, real estate & business services",121.9,121.5,0.4,0.0
2018,2,Low-skilled,Services,Other services,74.1,73.1,1.0,0.1
2018,1,Skilled,Agriculture,Agriculture,31.4,26.3,5.1,0.5
2018,1,Skilled,Mining & Quarrying,Mining & Quarrying,24.5,24.4,0.1,0.1
2018,1,Skilled,Manufacturing,"Food processing, beverages & tobacco products",39.4,36.8,2.5,0.1
2018,1,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",12.6,11.9,0.7,0.0
2018,1,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",40.8,37.7,3.0,0.2
2018,1,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",76.1,70.8,5.4,0.7
2018,1,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",60.9,56.6,4.4,0.3
2018,1,Skilled,Manufacturing,"Electrical, electronic & optical products",138.6,129.3,9.4,1.5
2018,1,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",49.7,46.6,3.1,0.3
2018,1,Skilled,Construction,Construction,155.1,149.0,6.1,2.0
2018,1,Skilled,Services,Wholesale & retail trade,515.7,514.0,1.7,2.6
2018,1,Skilled,Services,Food & beverages and accommodation,108.7,108.2,0.4,0.6
2018,1,Skilled,Services,Transportation & storage,79.8,79.3,0.5,0.2
2018,1,Skilled,Services,Information & communication,131.2,130.5,0.6,0.9
2018,1,Skilled,Services,"Finance, insurance, real estate & business services",387.3,381.0,6.3,1.3
2018,1,Skilled,Services,Other services,203.1,201.9,1.2,1.1
2018,1,Semi-skilled,Agriculture,Agriculture,408.0,392.1,15.9,1.9
2018,1,Semi-skilled,Mining & Quarrying,Mining & Quarrying,47.4,47.2,0.2,0.2
2018,1,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",207.8,201.2,6.7,0.3
2018,1,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",76.2,71.9,4.2,0.2
2018,1,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",227.4,218.4,9.0,0.4
2018,1,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",300.8,287.6,13.2,0.8
2018,1,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",265.1,257.5,7.5,0.3
2018,1,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",411.5,396.4,15.1,1.9
2018,1,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",150.9,145.1,5.8,0.4
2018,1,Semi-skilled,Construction,Construction,"1,109.8","1,099.7",10.1,2.4
2018,1,Semi-skilled,Services,Wholesale & retail trade,757.8,748.0,9.8,2.9
2018,1,Semi-skilled,Services,Food & beverages and accommodation,344.7,337.8,6.9,1.1
2018,1,Semi-skilled,Services,Transportation & storage,225.4,224.3,1.2,0.3
2018,1,Semi-skilled,Services,Information & communication,73.6,73.0,0.6,0.1
2018,1,Semi-skilled,Services,"Finance, insurance, real estate & business services",434.7,432.8,1.9,0.6
2018,1,Semi-skilled,Services,Other services,229.0,227.4,1.6,0.4
2018,1,Low-skilled,Agriculture,Agriculture,35.2,26.7,8.5,0.1
2018,1,Low-skilled,Mining & Quarrying,Mining & Quarrying,10.0,9.9,0.1,0.0
2018,1,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",32.7,29.2,3.5,0.0
2018,1,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",7.9,7.2,0.7,0.0
2018,1,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",36.2,32.6,3.6,0.0
2018,1,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",24.7,22.0,2.7,0.0
2018,1,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",26.0,22.4,3.6,0.0
2018,1,Low-skilled,Manufacturing,"Electrical, electronic & optical products",18.9,16.4,2.5,0.0
2018,1,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",11.9,10.3,1.6,0.0
2018,1,Low-skilled,Construction,Construction,50.2,45.2,5.0,0.3
2018,1,Low-skilled,Services,Wholesale & retail trade,230.3,226.6,3.7,0.6
2018,1,Low-skilled,Services,Food & beverages and accommodation,348.6,345.3,3.4,0.6
2018,1,Low-skilled,Services,Transportation & storage,88.4,86.4,2.0,0.3
2018,1,Low-skilled,Services,Information & communication,21.0,21.0,0.0,0.0
2018,1,Low-skilled,Services,"Finance, insurance, real estate & business services",125.5,125.0,0.4,0.1
2018,1,Low-skilled,Services,Other services,75.3,74.5,0.8,0.1
